id,request_id_resolved,created_at,risk_score,conf_score,combined_score,risk_level,conf_classification,src_geo,src_device_type,dst_service_type,dst_security_policy,src_mfa_status_norm,hour_of_day,day_of_week,month,year,hour_sin,hour_cos,day_sin,day_cos,security_level_label
0,req_0,2025-09-24T09:44:40.438788,0.11073270216207576,0.08519784254904218,0.11703648374977375,Low,confidential,EU,iot,web,high,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Low
1,req_1,2025-09-24T09:43:40.438788,0.01397043822997356,0.015993595312683694,0.011981433054270236,medium,public,JP,desktop,web,medium,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very Low
2,req_2,2025-09-24T09:42:40.438788,0.8596635722651844,0.9787899118815265,0.8378266859623137,medium,internal,RU,mobile,database,low,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very High
3,req_3,2025-09-24T09:41:40.438788,0.1828303760644374,0.16857635364465137,0.18696183255648643,Low,internal,US,iot,queue,low,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Low
4,req_4,2025-09-24T09:40:40.438788,0.40362046570593463,0.34668249299127535,0.36803995639550297,Medium,public,BR,server,web,medium,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Medium
5,req_5,2025-09-24T09:39:40.438788,0.7116113193822158,0.8135171083747799,0.7786840123794656,medium,public,BR,server,api,medium,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very High
6,req_6,2025-09-24T09:38:40.438788,0.9098012212578555,0.7557916153934306,0.7411044612164552,Critical,public,EU,iot,queue,high,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Critical
7,req_7,2025-09-24T09:37:40.438788,0.9012434162665672,1.0148850197223913,0.7520370157817529,Critical,restricted,EU,mobile,web,high,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Critical
8,req_8,2025-09-24T09:36:40.439792,0.1501031423469416,0.12715421213166492,0.14630042045663122,Low,confidential,RU,desktop,web,medium,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Low
9,req_9,2025-09-24T09:35:40.439792,0.9840687674353741,0.7605684274361344,0.8167452757303449,Critical,confidential,JP,iot,database,low,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Critical
10,req_10,2025-09-24T09:34:40.439792,0.23081970764454132,0.2741281053623063,0.22974179472232725,Low,internal,EU,desktop,web,high,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Low
11,req_11,2025-09-24T09:33:40.439792,0.4080520694789561,0.3884094388768705,0.4437486942582346,Medium,confidential,JP,desktop,queue,medium,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Medium
12,req_12,2025-09-24T09:32:40.439792,0.7858918514671662,0.7638483503185654,0.8225308794670336,medium,restricted,JP,desktop,database,low,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very High
13,req_13,2025-09-24T09:31:40.439792,0.4772783092564926,0.39593930953997186,0.3963940439056161,Medium,restricted,BR,desktop,api,low,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Medium
14,req_14,2025-09-24T09:30:40.439792,0.10550291148782052,0.09649614212416244,0.11251237121926569,Low,confidential,JP,iot,queue,low,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Low
15,req_15,2025-09-24T09:29:40.439792,0.9384163170064245,0.9072998154213037,0.8607414590095593,Critical,internal,RU,mobile,web,medium,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Critical
16,req_16,2025-09-24T09:28:40.439792,0.8090535261437608,0.9620005591354314,0.8431733778431598,medium,public,EU,iot,database,medium,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very High
17,req_17,2025-09-24T09:27:40.439792,0.6272081832150056,0.6928755892743712,0.6587638445372309,High,restricted,RU,mobile,queue,low,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,High
18,req_18,2025-09-24T09:26:40.439792,0.02574875541898496,0.03007469607849118,0.021122463770381347,medium,internal,JP,mobile,api,medium,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very Low
19,req_19,2025-09-24T09:25:40.439792,0.9371358531320741,0.9129887662093858,0.7928134538035377,Critical,public,RU,desktop,database,high,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Critical
20,req_20,2025-09-24T09:24:40.439792,0.09103539466942816,0.08096940576344672,0.07471329062499148,medium,restricted,EU,iot,web,medium,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very Low
21,req_21,2025-09-24T09:23:40.439792,0.029732437039738414,0.027902386065427314,0.029659887887002388,medium,public,US,iot,database,low,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very Low
22,req_22,2025-09-24T09:22:40.439792,0.41338484434299316,0.4507412140033195,0.43351296564974556,Medium,internal,EU,iot,web,high,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Medium
23,req_23,2025-09-24T09:21:40.439792,0.12810855065025434,0.0935141206054242,0.13185067771888903,Low,public,BR,desktop,api,medium,enabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Low
24,req_24,2025-09-24T09:20:40.439792,0.30458762191719685,0.22184286250014862,0.30844615579603685,Medium,confidential,EU,desktop,api,medium,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Medium
25,req_25,2025-09-24T09:19:40.439792,0.32170444587508934,0.2813878594966034,0.3000872467222844,Medium,internal,BR,server,queue,medium,unknown,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Medium
26,req_26,2025-09-24T09:18:40.439792,0.910729986247661,1.0519621011126574,0.8720282004142084,Critical,restricted,RU,desktop,api,low,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Critical
27,req_27,2025-09-24T09:17:40.439792,0.05906725855061745,0.06289353252014536,0.0553613200844479,medium,restricted,RU,desktop,web,low,disabled,9,2,9,2025,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,Very Low
